age,gender,place_type,hobby,climate,health_issues,selected_place
35,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
43,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
15,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
56,male,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
29,female,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
56,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
42,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
68,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
79,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
71,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
74,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
14,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
26,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
33,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
76,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
41,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
51,other,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
56,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
74,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
57,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
25,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
54,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
41,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
31,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
18,female,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
79,other,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
63,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
46,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
73,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
63,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
44,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
67,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
35,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
34,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
30,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
52,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
55,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
59,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
44,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
38,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
67,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
49,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
15,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
31,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
18,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
36,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
35,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
33,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
62,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
14,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
13,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
68,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
70,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
76,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
31,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
22,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
52,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
23,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
71,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
48,other,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
17,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
72,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
13,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
40,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
11,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
21,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
46,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
13,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
14,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
30,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
79,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
59,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
70,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
54,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
53,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
42,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
66,female,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
25,female,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
39,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
37,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
20,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
11,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
44,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
50,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
36,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
19,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
21,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
41,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
53,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
71,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
30,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
68,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
7,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
33,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
32,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
50,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
53,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
16,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
18,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
48,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
78,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
67,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
41,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
22,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
25,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
62,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
67,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
76,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
51,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
29,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
33,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
13,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
63,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
53,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
64,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
49,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
39,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
52,male,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
18,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
52,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
30,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
11,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
59,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
48,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
43,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
62,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
20,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
75,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
69,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
45,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
37,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
74,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
25,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
41,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
41,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
27,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
58,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
14,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
41,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
74,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
45,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
52,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
68,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
76,female,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
60,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
41,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
67,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
46,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
43,female,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
14,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
20,male,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
55,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
74,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
6,male,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
9,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
12,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
12,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
37,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
41,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
78,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
60,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
70,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
27,female,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
44,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
30,female,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
9,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
78,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
48,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
33,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
14,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
10,female,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
37,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
30,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
44,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
43,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
26,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
42,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
77,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
11,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
37,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
57,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
48,male,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
46,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
50,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
56,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
18,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
13,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
34,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
15,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
48,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
69,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
54,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
17,female,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
70,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
46,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
66,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
25,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
43,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
17,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
44,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
55,female,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
49,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
65,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
51,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
29,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
31,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
46,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
24,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
59,female,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
11,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
34,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
43,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
35,male,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
57,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
18,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
22,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
40,female,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
55,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
41,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
56,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
77,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
79,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
29,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
31,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
56,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
45,male,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
59,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
20,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
21,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
52,other,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
13,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
24,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
24,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
74,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
48,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
74,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
56,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
13,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
51,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
72,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
6,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
74,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
26,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
16,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
76,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
51,male,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
71,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
52,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
51,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
31,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
25,male,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
42,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
17,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
79,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
44,male,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
66,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
18,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
42,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
52,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
20,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
64,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
50,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
27,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
39,other,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
22,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
56,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
10,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
78,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
38,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
24,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
65,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
73,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
74,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
18,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
52,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
35,female,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
70,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
22,male,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
33,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
70,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
34,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
31,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
28,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
51,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
56,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
67,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
36,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
22,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
42,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
34,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
9,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
22,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
13,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
30,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
61,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
13,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
74,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
69,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
70,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
38,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
24,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
60,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
23,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
5,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
54,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
68,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
50,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
6,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
18,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
78,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
37,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
28,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
24,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
49,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
10,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
38,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
69,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
15,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
24,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
77,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
7,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
65,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
59,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
25,other,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
55,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
67,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
49,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
67,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
73,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
48,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
36,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
69,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
25,other,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
26,female,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
30,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
35,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
54,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
56,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
46,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
34,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
53,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
64,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
73,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
19,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
77,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
65,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
